-2.644733579	0.872658653
-2.422282827	0.818021167
-2.186235972	0.764895135
-1.945796126	0.705515593
-1.711648188	0.63119081
-1.494344407	0.53481381
-1.30248227	0.412468078
-1.141763762	0.263647469
-1.012618233	0.091231774
-0.909954562	-0.100293515
-0.822616615	-0.306154927
-0.734767286	-0.522935109
-0.629672374	-0.749140061
-0.49128708	-0.984680771
-0.309102785	-1.229892342
-0.080799949	-1.484258158
0.186486528	-1.745488348
0.475800787	-2.009280679
0.764371536	-2.270322373
1.024556275	-2.523012674
1.229246571	-2.763169777
1.357009801	-2.988938397
1.392874541	-3.200629203
1.331957366	-3.399676854
1.178932262	-3.586706179
0.947686803	-3.759816515
0.659280115	-3.91386438
0.338764631	-4.041854502
0.019257947	-4.136191214
-0.275112527	-4.191408149
0.039866777	-4.205791395
-0.110686942	-4.181732052
-0.752126317	-4.125616273
-0.780299398	-4.045870502
-0.721834408	-3.952177816
-0.586011255	-3.853362593
-0.390527562	-3.755756882
-0.157243561	-3.662975258
0.08855095	-3.574872857
0.32307588	-3.488112613
0.528485251	-3.396587624
0.69376081	-3.292709206
0.817670356	-3.169431469
0.907268503	-3.021244414
0.976250838	-2.845929729
1.041494681	-2.644733579
1.118303066	-2.422282827
1.21840285	-2.186235972
1.346429624	-1.945796126
1.49992073	-1.711648188
1.670051791	-1.494344407
1.843567042	-1.30248227
2.006683631	-1.141763762
2.146789819	-1.012618233
2.255675583	-0.909954562
2.330490803	-0.822616615
2.373406668	-0.734767286
2.39066796	-0.629672374
2.38979006	-0.49128708
2.378202829	-0.309102785
2.361264423	-0.080799949
2.341681845	0.186486528
2.320298089	0.475800787
2.297041596	0.764371536
2.272230017	1.024556275
2.247352114	1.229246571
2.225003192	1.357009801
2.207919924	1.392874541
2.198142598	1.331957366
2.195884144	1.178932262
2.199338147	0.947686803
2.204781825	0.659280115
2.207403307	0.338764631
2.202683941	0.019257947
2.187026605	-0.275112527
2.158987914	0.039866777
2.11945624	-0.110686942
2.07147718	-0.752126317
2.019483865	-0.780299398
1.967748859	-0.721834408
1.919396298	-0.586011255
1.874955017	-0.390527562
1.832314914	-0.157243561
1.787180738	0.08855095
1.734525944	0.32307588
1.670559681	0.528485251
1.593974698	0.69376081
1.50724587	0.817670356
1.41600537	0.907268503
1.328585392	0.976250838
1.254075604	1.041494681
1.199944263	1.118303066
1.171029418	1.21840285
1.167818015	1.346429624
1.18674784	1.49992073
1.220355871	1.670051791
1.258557606	1.843567042
1.29111146	2.006683631
1.308388459	2.146789819
1.303854098	2.255675583
1.2751644	2.330490803
1.224235735	2.373406668
1.156953349	2.39066796
1.081017628	2.38979006
1.004741568	2.378202829
0.934413586	2.361264423
0.872658653	2.341681845
0.818021167	2.320298089
0.764895135	2.297041596
0.705515593	2.272230017
0.63119081	2.247352114
0.53481381	2.225003192
0.412468078	2.207919924
0.263647469	2.198142598
0.091231774	2.195884144
-0.100293515	2.199338147
-0.306154927	2.204781825
-0.522935109	2.207403307
-0.749140061	2.202683941
-0.984680771	2.187026605
-1.229892342	2.158987914
-1.484258158	2.11945624
-1.745488348	2.07147718
-2.009280679	2.019483865
-2.270322373	1.967748859
-2.523012674	1.919396298
-2.763169777	1.874955017
-2.988938397	1.832314914
-3.200629203	1.787180738
-3.399676854	1.734525944
-3.586706179	1.670559681
-3.759816515	1.593974698
-3.91386438	1.50724587
-4.041854502	1.41600537
-4.136191214	1.328585392
-4.191408149	1.254075604
-4.205791395	1.199944263
-4.181732052	1.171029418
-4.125616273	1.167818015
-4.045870502	1.18674784
-3.952177816	1.220355871
-3.853362593	1.258557606
-3.755756882	1.29111146
-3.662975258	1.308388459
-3.574872857	1.303854098
-3.488112613	1.2751644
-3.396587624	1.224235735
-3.292709206	1.156953349
-3.169431469	1.081017628
-3.021244414	1.004741568
-2.845929729	0.934413586
-2.644733579	0.872658653
-2.422282827	0.818021167
-2.186235972	0.764895135
-1.945796126	0.705515593
-1.711648188	0.63119081
-1.494344407	0.53481381
-1.30248227	0.412468078
-1.141763762	0.263647469
-1.012618233	0.091231774
-0.909954562	-0.100293515
-0.822616615	-0.306154927
-0.734767286	-0.522935109
-0.629672374	-0.749140061
-0.49128708	-0.984680771
-0.309102785	-1.229892342
-0.080799949	-1.484258158
0.186486528	-1.745488348
0.475800787	-2.009280679
0.764371536	-2.270322373
1.024556275	-2.523012674
1.229246571	-2.763169777
1.357009801	-2.988938397
1.392874541	-3.200629203
1.331957366	-3.399676854
1.178932262	-3.586706179
0.947686803	-3.759816515
0.659280115	-3.91386438
0.338764631	-4.041854502
0.019257947	-4.136191214
-0.275112527	-4.191408149
0.039866777	-4.205791395
-0.110686942	-4.181732052
-0.752126317	-4.125616273
-0.780299398	-4.045870502
-0.721834408	-3.952177816
-0.586011255	-3.853362593
-0.390527562	-3.755756882
-0.157243561	-3.662975258
0.08855095	-3.574872857
0.32307588	-3.488112613
0.528485251	-3.396587624
0.69376081	-3.292709206
0.817670356	-3.169431469
0.907268503	-3.021244414
0.976250838	-2.845929729
1.041494681	-2.644733579
1.118303066	-2.422282827
1.21840285	-2.186235972
1.346429624	-1.945796126
1.49992073	-1.711648188
1.670051791	-1.494344407
1.843567042	-1.30248227
2.006683631	-1.141763762
2.146789819	-1.012618233
2.255675583	-0.909954562
2.330490803	-0.822616615
2.373406668	-0.734767286
2.39066796	-0.629672374
2.38979006	-0.49128708
2.378202829	-0.309102785
2.361264423	-0.080799949
2.341681845	0.186486528
2.320298089	0.475800787
2.297041596	0.764371536
2.272230017	1.024556275
2.247352114	1.229246571
2.225003192	1.357009801
2.207919924	1.392874541
2.198142598	1.331957366
2.195884144	1.178932262
2.199338147	0.947686803
2.204781825	0.659280115
2.207403307	0.338764631
2.202683941	0.019257947
2.187026605	-0.275112527
2.158987914	0.039866777
2.11945624	-0.110686942
2.07147718	-0.752126317
2.019483865	-0.780299398
1.967748859	-0.721834408
1.919396298	-0.586011255
1.874955017	-0.390527562
1.832314914	-0.157243561
1.787180738	0.08855095
1.734525944	0.32307588
1.670559681	0.528485251
1.593974698	0.69376081
1.50724587	0.817670356
1.41600537	0.907268503
1.328585392	0.976250838
1.254075604	1.041494681
1.199944263	1.118303066
1.171029418	1.21840285
1.167818015	1.346429624
1.18674784	1.49992073
1.220355871	1.670051791
1.258557606	1.843567042
1.29111146	2.006683631
1.308388459	2.146789819
1.303854098	2.255675583
1.2751644	2.330490803
1.224235735	2.373406668
1.156953349	2.39066796
1.081017628	2.38979006
1.004741568	2.378202829
0.934413586	2.361264423
0.872658653	2.341681845
0.818021167	2.320298089
0.764895135	2.297041596
0.705515593	2.272230017
0.63119081	2.247352114
0.53481381	2.225003192
0.412468078	2.207919924
0.263647469	2.198142598
0.091231774	2.195884144
-0.100293515	2.199338147
-0.306154927	2.204781825
-0.522935109	2.207403307
-0.749140061	2.202683941
-0.984680771	2.187026605
-1.229892342	2.158987914
-1.484258158	2.11945624
-1.745488348	2.07147718
-2.009280679	2.019483865
-2.270322373	1.967748859
-2.523012674	1.919396298
-2.763169777	1.874955017
-2.988938397	1.832314914
-3.200629203	1.787180738
-3.399676854	1.734525944
-3.586706179	1.670559681
-3.759816515	1.593974698
-3.91386438	1.50724587
-4.041854502	1.41600537
-4.136191214	1.328585392
-4.191408149	1.254075604
-4.205791395	1.199944263
-4.181732052	1.171029418
-4.125616273	1.167818015
-4.045870502	1.18674784
-3.952177816	1.220355871
-3.853362593	1.258557606
-3.755756882	1.29111146
-3.662975258	1.308388459
-3.574872857	1.303854098
-3.488112613	1.2751644
-3.396587624	1.224235735
-3.292709206	1.156953349
-3.169431469	1.081017628
-3.021244414	1.004741568
-2.845929729	0.934413586
-2.644733579	0.872658653
-2.422282827	0.818021167
-2.186235972	0.764895135
-1.945796126	0.705515593
-1.711648188	0.63119081
-1.494344407	0.53481381
-1.30248227	0.412468078
-1.141763762	0.263647469
-1.012618233	0.091231774
-0.909954562	-0.100293515
-0.822616615	-0.306154927
-0.734767286	-0.522935109
-0.629672374	-0.749140061
-0.49128708	-0.984680771
-0.309102785	-1.229892342
-0.080799949	-1.484258158
0.186486528	-1.745488348
0.475800787	-2.009280679
0.764371536	-2.270322373
1.024556275	-2.523012674
1.229246571	-2.763169777
1.357009801	-2.988938397
1.392874541	-3.200629203
1.331957366	-3.399676854
1.178932262	-3.586706179
0.947686803	-3.759816515
0.659280115	-3.91386438
0.338764631	-4.041854502
0.019257947	-4.136191214
-0.275112527	-4.191408149
0.039866777	-4.205791395
-0.110686942	-4.181732052
-0.752126317	-4.125616273
-0.780299398	-4.045870502
-0.721834408	-3.952177816
-0.586011255	-3.853362593
-0.390527562	-3.755756882
-0.157243561	-3.662975258
0.08855095	-3.574872857
0.32307588	-3.488112613
0.528485251	-3.396587624
0.69376081	-3.292709206
0.817670356	-3.169431469
0.907268503	-3.021244414
0.976250838	-2.845929729
1.041494681	-2.644733579
1.118303066	-2.422282827
1.21840285	-2.186235972
1.346429624	-1.945796126
1.49992073	-1.711648188
1.670051791	-1.494344407
1.843567042	-1.30248227
2.006683631	-1.141763762
2.146789819	-1.012618233
2.255675583	-0.909954562
2.330490803	-0.822616615
2.373406668	-0.734767286
2.39066796	-0.629672374
2.38979006	-0.49128708
2.378202829	-0.309102785
2.361264423	-0.080799949
2.341681845	0.186486528
2.320298089	0.475800787
2.297041596	0.764371536
2.272230017	1.024556275
2.247352114	1.229246571
2.225003192	1.357009801
2.207919924	1.392874541
2.198142598	1.331957366
2.195884144	1.178932262
2.199338147	0.947686803
2.204781825	0.659280115
2.207403307	0.338764631
2.202683941	0.019257947
2.187026605	-0.275112527
2.158987914	0.039866777
2.11945624	-0.110686942
2.07147718	-0.752126317
2.019483865	-0.780299398
1.967748859	-0.721834408
1.919396298	-0.586011255
1.874955017	-0.390527562
1.832314914	-0.157243561
1.787180738	0.08855095
1.734525944	0.32307588
1.670559681	0.528485251
1.593974698	0.69376081
1.50724587	0.817670356
1.41600537	0.907268503
1.328585392	0.976250838
1.254075604	1.041494681
1.199944263	1.118303066
1.171029418	1.21840285
1.167818015	1.346429624
1.18674784	1.49992073
1.220355871	1.670051791
1.258557606	1.843567042
1.29111146	2.006683631
1.308388459	2.146789819
1.303854098	2.255675583
1.2751644	2.330490803
1.224235735	2.373406668
1.156953349	2.39066796
1.081017628	2.38979006
1.004741568	2.378202829
0.934413586	2.361264423
0.872658653	2.341681845
0.818021167	2.320298089
0.764895135	2.297041596
0.705515593	2.272230017
0.63119081	2.247352114
0.53481381	2.225003192
0.412468078	2.207919924
0.263647469	2.198142598
0.091231774	2.195884144
-0.100293515	2.199338147
-0.306154927	2.204781825
-0.522935109	2.207403307
-0.749140061	2.202683941
-0.984680771	2.187026605
-1.229892342	2.158987914
-1.484258158	2.11945624
-1.745488348	2.07147718
-2.009280679	2.019483865
-2.270322373	1.967748859
-2.523012674	1.919396298
-2.763169777	1.874955017
-2.988938397	1.832314914
-3.200629203	1.787180738
-3.399676854	1.734525944
-3.586706179	1.670559681
-3.759816515	1.593974698
-3.91386438	1.50724587
-4.041854502	1.41600537
-4.136191214	1.328585392
-4.191408149	1.254075604
-4.205791395	1.199944263
-4.181732052	1.171029418
-4.125616273	1.167818015
-4.045870502	1.18674784
-3.952177816	1.220355871
-3.853362593	1.258557606
-3.755756882	1.29111146
-3.662975258	1.308388459
-3.574872857	1.303854098
-3.488112613	1.2751644
-3.396587624	1.224235735
-3.292709206	1.156953349
-3.169431469	1.081017628
-3.021244414	1.004741568
-2.845929729	0.934413586
-2.644733579	0.872658653
-2.422282827	0.818021167
-2.186235972	0.764895135
-1.945796126	0.705515593
-1.711648188	0.63119081
-1.494344407	0.53481381
-1.30248227	0.412468078
-1.141763762	0.263647469
-1.012618233	0.091231774
-0.909954562	-0.100293515
-0.822616615	-0.306154927
-0.734767286	-0.522935109
-0.629672374	-0.749140061
-0.49128708	-0.984680771
-0.309102785	-1.229892342
-0.080799949	-1.484258158
0.186486528	-1.745488348
0.475800787	-2.009280679
0.764371536	-2.270322373
1.024556275	-2.523012674
1.229246571	-2.763169777
1.357009801	-2.988938397
1.392874541	-3.200629203
1.331957366	-3.399676854
1.178932262	-3.586706179
0.947686803	-3.759816515
0.659280115	-3.91386438
0.338764631	-4.041854502
0.019257947	-4.136191214
-0.275112527	-4.191408149
0.039866777	-4.205791395
-0.110686942	-4.181732052
-0.752126317	-4.125616273
-0.780299398	-4.045870502
-0.721834408	-3.952177816
-0.586011255	-3.853362593
-0.390527562	-3.755756882
-0.157243561	-3.662975258
0.08855095	-3.574872857
0.32307588	-3.488112613
0.528485251	-3.396587624
0.69376081	-3.292709206
0.817670356	-3.169431469
0.907268503	-3.021244414
0.976250838	-2.845929729
1.041494681	-2.644733579
1.118303066	-2.422282827
1.21840285	-2.186235972
1.346429624	-1.945796126
1.49992073	-1.711648188
1.670051791	-1.494344407
1.843567042	-1.30248227
2.006683631	-1.141763762
2.146789819	-1.012618233
2.255675583	-0.909954562
2.330490803	-0.822616615
2.373406668	-0.734767286
2.39066796	-0.629672374
2.38979006	-0.49128708
2.378202829	-0.309102785
2.361264423	-0.080799949
2.341681845	0.186486528
2.320298089	0.475800787
2.297041596	0.764371536
2.272230017	1.024556275
2.247352114	1.229246571
2.225003192	1.357009801
2.207919924	1.392874541
2.198142598	1.331957366
2.195884144	1.178932262
2.199338147	0.947686803
2.204781825	0.659280115
2.207403307	0.338764631
2.202683941	0.019257947
2.187026605	-0.275112527
2.158987914	0.039866777
2.11945624	-0.110686942
2.07147718	-0.752126317
2.019483865	-0.780299398
1.967748859	-0.721834408
1.919396298	-0.586011255
1.874955017	-0.390527562
1.832314914	-0.157243561
1.787180738	0.08855095
1.734525944	0.32307588
1.670559681	0.528485251
1.593974698	0.69376081
1.50724587	0.817670356
1.41600537	0.907268503
1.328585392	0.976250838
1.254075604	1.041494681
1.199944263	1.118303066
1.171029418	1.21840285
1.167818015	1.346429624
1.18674784	1.49992073
1.220355871	1.670051791
1.258557606	1.843567042
1.29111146	2.006683631
1.308388459	2.146789819
1.303854098	2.255675583
1.2751644	2.330490803
1.224235735	2.373406668
1.156953349	2.39066796
1.081017628	2.38979006
1.004741568	2.378202829
0.934413586	2.361264423
0.872658653	2.341681845
0.818021167	2.320298089
0.764895135	2.297041596
0.705515593	2.272230017
0.63119081	2.247352114
0.53481381	2.225003192
0.412468078	2.207919924
0.263647469	2.198142598
0.091231774	2.195884144
-0.100293515	2.199338147
-0.306154927	2.204781825
-0.522935109	2.207403307
-0.749140061	2.202683941
-0.984680771	2.187026605
-1.229892342	2.158987914
-1.484258158	2.11945624
-1.745488348	2.07147718
-2.009280679	2.019483865
-2.270322373	1.967748859
-2.523012674	1.919396298
-2.763169777	1.874955017
-2.988938397	1.832314914
-3.200629203	1.787180738
-3.399676854	1.734525944
-3.586706179	1.670559681
-3.759816515	1.593974698
-3.91386438	1.50724587
-4.041854502	1.41600537
-4.136191214	1.328585392
-4.191408149	1.254075604
-4.205791395	1.199944263
-4.181732052	1.171029418
-4.125616273	1.167818015
-4.045870502	1.18674784
-3.952177816	1.220355871
-3.853362593	1.258557606
-3.755756882	1.29111146
-3.662975258	1.308388459
-3.574872857	1.303854098
-3.488112613	1.2751644
-3.396587624	1.224235735
-3.292709206	1.156953349
-3.169431469	1.081017628
-3.021244414	1.004741568
-2.845929729	0.934413586
-2.644733579	0.872658653
-2.422282827	0.818021167
-2.186235972	0.764895135
-1.945796126	0.705515593
-1.711648188	0.63119081
-1.494344407	0.53481381
-1.30248227	0.412468078
-1.141763762	0.263647469
-1.012618233	0.091231774
-0.909954562	-0.100293515
-0.822616615	-0.306154927
-0.734767286	-0.522935109
-0.629672374	-0.749140061
-0.49128708	-0.984680771
-0.309102785	-1.229892342
-0.080799949	-1.484258158
0.186486528	-1.745488348
0.475800787	-2.009280679
0.764371536	-2.270322373
1.024556275	-2.523012674
1.229246571	-2.763169777
1.357009801	-2.988938397
1.392874541	-3.200629203
1.331957366	-3.399676854
1.178932262	-3.586706179
0.947686803	-3.759816515
0.659280115	-3.91386438
0.338764631	-4.041854502
0.019257947	-4.136191214
-0.275112527	-4.191408149
0.039866777	-4.205791395
-0.110686942	-4.181732052
-0.752126317	-4.125616273
-0.780299398	-4.045870502
-0.721834408	-3.952177816
-0.586011255	-3.853362593
-0.390527562	-3.755756882
-0.157243561	-3.662975258
0.08855095	-3.574872857
0.32307588	-3.488112613
0.528485251	-3.396587624
0.69376081	-3.292709206
0.817670356	-3.169431469
0.907268503	-3.021244414
0.976250838	-2.845929729
1.041494681	-2.644733579
1.118303066	-2.422282827
1.21840285	-2.186235972
1.346429624	-1.945796126
1.49992073	-1.711648188
1.670051791	-1.494344407
1.843567042	-1.30248227
2.006683631	-1.141763762
2.146789819	-1.012618233
2.255675583	-0.909954562
2.330490803	-0.822616615
2.373406668	-0.734767286
2.39066796	-0.629672374
2.38979006	-0.49128708
2.378202829	-0.309102785
2.361264423	-0.080799949
2.341681845	0.186486528
2.320298089	0.475800787
2.297041596	0.764371536
2.272230017	1.024556275
2.247352114	1.229246571
2.225003192	1.357009801
2.207919924	1.392874541
2.198142598	1.331957366
2.195884144	1.178932262
2.199338147	0.947686803
2.204781825	0.659280115
2.207403307	0.338764631
2.202683941	0.019257947
2.187026605	-0.275112527
2.158987914	0.039866777
2.11945624	-0.110686942
2.07147718	-0.752126317
2.019483865	-0.780299398
1.967748859	-0.721834408
1.919396298	-0.586011255
1.874955017	-0.390527562
1.832314914	-0.157243561
1.787180738	0.08855095
1.734525944	0.32307588
1.670559681	0.528485251
1.593974698	0.69376081
1.50724587	0.817670356
1.41600537	0.907268503
1.328585392	0.976250838
1.254075604	1.041494681
1.199944263	1.118303066
1.171029418	1.21840285
1.167818015	1.346429624
1.18674784	1.49992073
1.220355871	1.670051791
1.258557606	1.843567042
1.29111146	2.006683631
1.308388459	2.146789819
1.303854098	2.255675583
1.2751644	2.330490803
1.224235735	2.373406668
1.156953349	2.39066796
1.081017628	2.38979006
1.004741568	2.378202829
0.934413586	2.361264423
0.872658653	2.341681845
0.818021167	2.320298089
0.764895135	2.297041596
0.705515593	2.272230017
0.63119081	2.247352114
0.53481381	2.225003192
0.412468078	2.207919924
0.263647469	2.198142598
0.091231774	2.195884144
-0.100293515	2.199338147
-0.306154927	2.204781825
-0.522935109	2.207403307
-0.749140061	2.202683941
-0.984680771	2.187026605
-1.229892342	2.158987914
-1.484258158	2.11945624
-1.745488348	2.07147718
-2.009280679	2.019483865
-2.270322373	1.967748859
-2.523012674	1.919396298
-2.763169777	1.874955017
-2.988938397	1.832314914
-3.200629203	1.787180738
-3.399676854	1.734525944
-3.586706179	1.670559681
-3.759816515	1.593974698
-3.91386438	1.50724587
-4.041854502	1.41600537
-4.136191214	1.328585392
-4.191408149	1.254075604
-4.205791395	1.199944263
-4.181732052	1.171029418
-4.125616273	1.167818015
-4.045870502	1.18674784
-3.952177816	1.220355871
-3.853362593	1.258557606
-3.755756882	1.29111146
-3.662975258	1.308388459
-3.574872857	1.303854098
-3.488112613	1.2751644
-3.396587624	1.224235735
-3.292709206	1.156953349
-3.169431469	1.081017628
-3.021244414	1.004741568
-2.845929729	0.934413586
-2.644733579	0.872658653
-2.422282827	0.818021167
-2.186235972	0.764895135
-1.945796126	0.705515593
-1.711648188	0.63119081
-1.494344407	0.53481381
-1.30248227	0.412468078
-1.141763762	0.263647469
-1.012618233	0.091231774
-0.909954562	-0.100293515
-0.822616615	-0.306154927
-0.734767286	-0.522935109
-0.629672374	-0.749140061
-0.49128708	-0.984680771
-0.309102785	-1.229892342
-0.080799949	-1.484258158
0.186486528	-1.745488348
0.475800787	-2.009280679
0.764371536	-2.270322373
1.024556275	-2.523012674
1.229246571	-2.763169777
1.357009801	-2.988938397
1.392874541	-3.200629203
1.331957366	-3.399676854
1.178932262	-3.586706179
0.947686803	-3.759816515
0.659280115	-3.91386438
0.338764631	-4.041854502
0.019257947	-4.136191214
-0.275112527	-4.191408149
0.039866777	-4.205791395
-0.110686942	-4.181732052
-0.752126317	-4.125616273
-0.780299398	-4.045870502
-0.721834408	-3.952177816
-0.586011255	-3.853362593
-0.390527562	-3.755756882
-0.157243561	-3.662975258
0.08855095	-3.574872857
0.32307588	-3.488112613
0.528485251	-3.396587624
0.69376081	-3.292709206
0.817670356	-3.169431469
0.907268503	-3.021244414
0.976250838	-2.845929729
1.041494681	-2.644733579
1.118303066	-2.422282827
1.21840285	-2.186235972
1.346429624	-1.945796126
1.49992073	-1.711648188
1.670051791	-1.494344407
1.843567042	-1.30248227
2.006683631	-1.141763762
2.146789819	-1.012618233
2.255675583	-0.909954562
2.330490803	-0.822616615
2.373406668	-0.734767286
2.39066796	-0.629672374
2.38979006	-0.49128708
2.378202829	-0.309102785
2.361264423	-0.080799949
2.341681845	0.186486528
2.320298089	0.475800787
2.297041596	0.764371536
2.272230017	1.024556275
2.247352114	1.229246571
2.225003192	1.357009801
2.207919924	1.392874541
2.198142598	1.331957366
2.195884144	1.178932262
2.199338147 0.947686803
2.204781825	0.659280115
2.207403307	0.338764631
2.202683941	0.019257947
2.187026605	-0.275112527
2.158987914	0.039866777
2.11945624	-0.110686942
2.09703576	-0.715933454
